frame,total,Platinum,Black,Pineapple
318,5,0,5,0
319,5,0,5,0
320,6,0,6,0
321,6,0,6,0
322,3,0,3,0
323,3,0,3,0
324,2,0,2,0
325,2,0,2,0
326,2,0,2,0
327,2,0,2,0
328,3,0,3,0
329,3,0,3,0
330,2,0,2,0
331,2,0,2,0
332,4,0,4,0
333,4,0,4,0
334,2,0,2,0
335,2,0,2,0
336,1,0,1,0
337,1,0,1,0
338,2,0,2,0
339,2,0,2,0
340,3,0,3,0
341,3,0,3,0
342,4,0,4,0
343,4,0,4,0
344,0,0,0,0
345,0,0,0,0
346,0,0,0,0
347,0,0,0,0
348,0,0,0,0
349,0,0,0,0
350,0,0,0,0
351,0,0,0,0
352,0,0,0,0
353,0,0,0,0
354,0,0,0,0
355,0,0,0,0
356,0,0,0,0
357,0,0,0,0
358,0,0,0,0
359,0,0,0,0
360,0,0,0,0
361,0,0,0,0
362,0,0,0,0
363,0,0,0,0
364,0,0,0,0
365,0,0,0,0
366,1,0,1,0
367,1,0,1,0
368,1,1,0,0
369,1,1,0,0
370,0,0,0,0
371,0,0,0,0
372,0,0,0,0
373,0,0,0,0
374,0,0,0,0
375,0,0,0,0
376,0,0,0,0
377,0,0,0,0
378,0,0,0,0
379,0,0,0,0
380,0,0,0,0
381,0,0,0,0
382,0,0,0,0
383,0,0,0,0
384,0,0,0,0
385,0,0,0,0
386,0,0,0,0
387,0,0,0,0
388,0,0,0,0
389,0,0,0,0
390,0,0,0,0
391,0,0,0,0
392,0,0,0,0
393,0,0,0,0
394,0,0,0,0
395,0,0,0,0
396,0,0,0,0
397,0,0,0,0
398,0,0,0,0
399,0,0,0,0
400,0,0,0,0
401,0,0,0,0
402,0,0,0,0
403,0,0,0,0
404,0,0,0,0
405,0,0,0,0
406,0,0,0,0
407,0,0,0,0
408,0,0,0,0
409,0,0,0,0
410,0,0,0,0
411,0,0,0,0
412,0,0,0,0
413,0,0,0,0
414,0,0,0,0
415,0,0,0,0
416,0,0,0,0
417,0,0,0,0
418,0,0,0,0
419,0,0,0,0
420,0,0,0,0
421,0,0,0,0
422,1,0,1,0
423,1,0,1,0
424,1,0,1,0
425,1,0,1,0
426,1,0,1,0
427,1,0,1,0
428,1,0,1,0
429,1,0,1,0
430,1,0,1,0
431,1,0,1,0
432,2,0,2,0
433,2,0,2,0
434,1,0,1,0
435,1,0,1,0
436,1,0,1,0
437,1,0,1,0
438,0,0,0,0
439,0,0,0,0
440,1,0,1,0
441,1,0,1,0
442,1,0,1,0
443,1,0,1,0
444,1,0,1,0
